,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
sims[678],0.0268167,0.000844174,0.207842,0.0,0.0,0.0,60618.1,3.96573,0.999933
sims[679],1.46282,0.00637638,1.66403,0.0,1.0,5.0,68104.3,4.45549,0.999978
sims[680],2.63168,0.00848658,2.22655,0.0,2.0,7.0,68833.6,4.5032,0.999919
sims[681],2.15607,0.00745088,1.99592,0.0,2.0,6.0,71758.4,4.69454,0.999944
sims[682],0.686283,0.0041008,1.06547,0.0,0.0,3.0,67506.0,4.41635,0.999962
sims[683],0.0279833,0.000864903,0.21182,0.0,0.0,0.0,59978.9,3.92392,1.00002
sims[684],0.650083,0.00416873,1.09006,0.0,0.0,3.0,68374.1,4.47314,0.999943
sims[685],0.0259,0.00081459,0.20132,0.0,0.0,0.0,61079.7,3.99593,1.00009
sims[686],0.648767,0.00407424,1.07706,0.0,0.0,3.0,69885.0,4.57199,0.999959
sims[687],0.557267,0.0037201,0.956749,0.0,0.0,2.0,66143.6,4.32722,1.00007
sims[688],2.00117,0.00731817,1.93086,0.0,2.0,6.0,69614.2,4.55427,0.999982
sims[689],0.358,0.00295288,0.758757,0.0,0.0,2.0,66025.8,4.31951,0.999988
sims[690],0.36115,0.00303256,0.774315,0.0,0.0,2.0,65195.2,4.26517,0.999952
sims[691],0.646,0.00419277,1.08071,0.0,0.0,3.0,66438.1,4.34648,0.999988
sims[692],0.358767,0.00306876,0.77481,0.0,0.0,2.0,63747.8,4.17048,0.999949
sims[693],2.6356,0.00834952,2.22827,0.0,2.0,7.0,71221.8,4.65944,1.00005
sims[694],0.35975,0.0030398,0.773697,0.0,0.0,2.0,64781.6,4.23812,0.999955
sims[695],1.45178,0.0062434,1.65302,0.0,1.0,5.0,70099.6,4.58602,0.999962
sims[696],3.53388,0.00992753,2.60652,0.0,3.0,8.0,68935.2,4.50985,0.99996
sims[697],3.52335,0.0100024,2.58532,0.0,3.0,8.0,66806.0,4.37055,0.999998
sims[698],0.0264833,0.000846755,0.209402,0.0,0.0,0.0,61157.2,4.001,0.999971
sims[699],1.4494,0.00616529,1.64175,0.0,1.0,5.0,70910.1,4.63905,1.00002
sims[700],1.43725,0.00617359,1.63386,0.0,1.0,5.0,70041.5,4.58222,1.00004
sims[701],0.0268667,0.000850727,0.207394,0.0,0.0,0.0,59430.9,3.88806,1.00007
sims[702],5.07163,0.0125635,3.13502,1.0,5.0,11.0,62267.3,4.07362,0.999968
sims[703],1.0006,0.00507242,1.3367,0.0,1.0,4.0,69444.3,4.54315,0.999949
sims[704],0.649333,0.0041252,1.07459,0.0,0.0,3.0,67857.7,4.43936,1.0
sims[705],1.35725,0.00574191,1.54964,0.0,1.0,4.0,72836.9,4.7651,0.999956
sims[706],1.78302,0.00674972,1.8162,0.0,1.0,5.0,72403.1,4.73672,1.00008
sims[707],2.13767,0.00741486,1.98001,0.0,2.0,6.0,71306.5,4.66499,1.00005
sims[708],1.9927,0.00709841,1.92056,0.0,2.0,6.0,73203.7,4.7891,1.00002
sims[709],0.02665,0.000885095,0.214337,0.0,0.0,0.0,58643.1,3.83652,1.00015
sims[710],2.64028,0.00855069,2.22986,0.0,2.0,7.0,68006.9,4.44911,0.999984
sims[711],2.31388,0.00797644,2.11903,0.0,2.0,6.0,70576.1,4.6172,0.999976
sims[712],0.994017,0.00497976,1.33059,0.0,1.0,4.0,71395.9,4.67083,1.00002
sims[713],2.6324,0.00847186,2.22653,0.0,2.0,7.0,69071.3,4.51875,1.00004
sims[714],1.78215,0.00678221,1.81617,0.0,1.0,5.0,71708.7,4.6913,0.999965
sims[715],0.68925,0.00413949,1.07635,0.0,0.0,3.0,67610.8,4.4232,1.00003
sims[716],1.22098,0.00556928,1.46901,0.0,1.0,4.0,69574.6,4.55168,1.00004
sims[717],7.94587,0.01579,3.94661,2.0,7.0,15.0,62472.0,4.08702,1.00012
sims[718],3.19227,0.0100025,2.46961,0.0,3.0,8.0,60959.7,3.98808,1.00001
sims[719],0.996183,0.00497319,1.32628,0.0,1.0,4.0,71121.9,4.6529,0.999948
sims[720],1.00303,0.00497741,1.33332,0.0,1.0,4.0,71757.2,4.69447,0.999948
sims[721],1.78602,0.00682662,1.80789,0.0,1.0,5.0,70134.3,4.5883,1.00001
sims[722],0.648883,0.00416562,1.08338,0.0,0.0,3.0,67640.3,4.42513,1.00001
sims[723],0.640583,0.00410046,1.06881,0.0,0.0,3.0,67941.7,4.44485,0.999974
sims[724],0.998483,0.0050561,1.33973,0.0,1.0,4.0,70210.7,4.59329,1.00006
sims[725],0.65135,0.00411709,1.08463,0.0,0.0,3.0,69403.2,4.54047,0.999981
sims[726],0.9985,0.0051248,1.33676,0.0,1.0,4.0,68038.2,4.45117,0.999979
sims[727],3.52697,0.00986127,2.58651,0.0,3.0,8.0,68795.7,4.50072,0.999975
sims[728],0.562617,0.00376618,0.967055,0.0,0.0,2.0,65932.6,4.31341,1.00009
sims[729],1.00043,0.00504004,1.33702,0.0,1.0,4.0,70373.6,4.60395,1.0
sims[730],0.78115,0.00451493,1.14831,0.0,0.0,3.0,64686.6,4.2319,0.999967
sims[731],0.783117,0.00446419,1.15181,0.0,0.0,3.0,66569.6,4.35509,1.00004
sims[732],1.78908,0.00690877,1.82721,0.0,1.0,5.0,69947.9,4.5761,0.999953
sims[733],6.0256,0.0136538,3.41694,1.0,6.0,12.0,62628.3,4.09724,1.00006
sims[734],0.02585,0.000835365,0.202935,0.0,0.0,0.0,59014.6,3.86083,0.999982
sims[735],4.1386,0.0110192,2.83756,0.0,4.0,9.0,66312.1,4.33824,0.999953
sims[736],12.7503,0.0203188,5.0481,5.0,12.0,22.0,61724.7,4.03812,1.00013
sims[737],1.44568,0.00624983,1.64154,0.0,1.0,5.0,68987.2,4.51325,1.00002
sims[738],4.14273,0.0112795,2.84593,0.0,4.0,9.0,63660.9,4.16479,0.999998
sims[739],2.30012,0.00798451,2.09002,0.0,2.0,6.0,68518.0,4.48256,0.999967
sims[740],0.55475,0.00370668,0.958845,0.0,0.0,2.0,66915.4,4.37771,1.00002
sims[741],2.3255,0.00817173,2.10007,0.0,2.0,6.0,66044.9,4.32076,0.999963
sims[742],5.07173,0.0123267,3.14201,1.0,5.0,11.0,64971.6,4.25055,1.00001
sims[743],6.01625,0.0135693,3.42251,1.0,6.0,12.0,63617.5,4.16196,0.999969
sims[744],4.15435,0.0113073,2.84723,0.0,4.0,9.0,63405.1,4.14806,1.0
sims[745],0.650417,0.00410853,1.08391,0.0,0.0,3.0,69600.7,4.55338,0.99996
sims[746],1.78463,0.00690412,1.82919,0.0,1.0,5.0,70194.2,4.59221,0.999983
sims[747],6.99348,0.0145564,3.68132,2.0,7.0,14.0,63958.2,4.18424,0.999932
sims[748],1.79023,0.007061,1.82307,0.0,1.0,5.0,66661.4,4.36109,0.999983
sims[749],0.02755,0.000893121,0.217006,0.0,0.0,0.0,59037.0,3.86229,1.00003
sims[750],2.31445,0.00808029,2.10488,0.0,2.0,6.0,67857.9,4.43937,1.00002
sims[751],1.44582,0.00626175,1.65725,0.0,1.0,5.0,70046.2,4.58253,1.00001
sims[752],0.363367,0.00304889,0.778487,0.0,0.0,2.0,65195.6,4.2652,1.00005
sims[753],0.647467,0.00410329,1.07347,0.0,0.0,3.0,68441.0,4.47752,0.999973
sims[754],0.646617,0.00408583,1.07522,0.0,0.0,3.0,69251.6,4.53055,0.999935
sims[755],1.00147,0.00501463,1.33765,0.0,1.0,4.0,71154.7,4.65505,0.999946
sims[756],0.653717,0.00425571,1.08917,0.0,0.0,3.0,65500.9,4.28517,1.0
sims[757],6.04177,0.0137815,3.45374,1.0,6.0,12.0,62803.5,4.1087,0.999999
sims[758],1.54977,0.00630913,1.67286,0.0,1.0,5.0,70304.2,4.59941,0.999983
sims[759],1.78367,0.00677792,1.80921,0.0,1.0,5.0,71250.4,4.66131,0.999945
sims[760],1.99023,0.00724973,1.91446,0.0,2.0,6.0,69734.8,4.56216,1.0
sims[761],2.65092,0.0083199,2.23298,0.0,2.0,7.0,72033.3,4.71253,0.99997
sims[762],0.026,0.000843784,0.206296,0.0,0.0,0.0,59775.0,3.91057,1.00004
sims[763],0.644317,0.00417395,1.07596,0.0,0.0,3.0,66450.6,4.3473,1.0
sims[764],0.68645,0.00423168,1.07472,0.0,0.0,3.0,64500.8,4.21974,1.0
sims[765],0.788017,0.00459941,1.16905,0.0,0.0,3.0,64603.9,4.22649,1.00002
sims[766],1.00673,0.0050047,1.34214,0.0,1.0,4.0,71918.7,4.70503,0.999949
sims[767],3.52755,0.0101088,2.60235,0.0,3.0,8.0,66272.1,4.33562,1.0
sims[768],1.43577,0.00611328,1.63202,0.0,1.0,5.0,71269.2,4.66254,0.999951
sims[769],1.00015,0.0050545,1.33653,0.0,1.0,4.0,69919.8,4.57426,0.999956
sims[770],0.0260167,0.000837249,0.203815,0.0,0.0,0.0,59260.0,3.87688,0.999962
sims[771],0.362733,0.00300162,0.771601,0.0,0.0,2.0,66080.4,4.32308,0.999953
sims[772],2.63425,0.00865447,2.23636,0.0,2.0,7.0,66773.5,4.36842,0.999924
sims[773],0.02505,0.000819745,0.200723,0.0,0.0,0.0,59956.8,3.92247,0.999998
sims[774],2.32883,0.00798434,2.10609,0.0,2.0,6.0,69578.6,4.55194,0.999994
sims[775],0.55685,0.00370926,0.966532,0.0,0.0,2.0,67898.0,4.44199,0.999985
sims[776],1.4483,0.00633091,1.64991,0.0,1.0,5.0,67918.6,4.44334,0.999953
sims[777],0.64655,0.00408441,1.07349,0.0,0.0,3.0,69077.2,4.51914,0.999945
sims[778],0.853033,0.00462992,1.19637,0.0,0.0,3.0,66770.1,4.3682,1.00001
sims[779],1.21412,0.00546894,1.47108,0.0,1.0,4.0,72354.6,4.73355,0.999965
sims[780],0.689,0.00413052,1.073,0.0,0.0,3.0,67482.3,4.4148,0.999938
sims[781],0.64455,0.00416551,1.07932,0.0,0.0,3.0,67137.0,4.39221,1.00002
sims[782],1.00275,0.00502292,1.33695,0.0,1.0,4.0,70846.4,4.63488,0.999954
sims[783],1.44027,0.0062021,1.62914,0.0,1.0,5.0,68998.8,4.51401,1.00007
sims[784],0.35605,0.00298831,0.760496,0.0,0.0,2.0,64765.3,4.23705,0.99997
sims[785],5.07753,0.0125485,3.13456,1.0,5.0,11.0,62398.0,4.08218,0.999941
sims[786],0.853333,0.00467357,1.20785,0.0,0.0,3.0,66793.3,4.36972,1.00013
sims[787],0.556217,0.00371392,0.959143,0.0,0.0,2.0,66696.1,4.36336,1.00006
sims[788],0.999317,0.00504662,1.32989,0.0,1.0,4.0,69443.5,4.5431,0.999917
sims[789],0.655283,0.00409332,1.08252,0.0,0.0,3.0,69938.5,4.57549,0.999965
sims[790],1.78132,0.00679088,1.81408,0.0,1.0,5.0,71360.8,4.66853,0.999939
sims[791],0.356817,0.00300333,0.768576,0.0,0.0,2.0,65488.8,4.28438,0.999966
sims[792],1.99183,0.00711935,1.91078,0.0,2.0,6.0,72034.8,4.71263,0.999984
sims[793],1.0017,0.00505807,1.33985,0.0,1.0,4.0,70168.3,4.59052,1.0
sims[794],1.63017,0.0064938,1.71182,0.0,1.0,5.0,69489.6,4.54612,1.00007
sims[795],0.993667,0.00498526,1.32198,0.0,1.0,4.0,70318.9,4.60037,0.999979
sims[796],0.361183,0.00303121,0.768357,0.0,0.0,2.0,64253.3,4.20355,0.999967
sims[797],0.356067,0.00297884,0.761441,0.0,0.0,2.0,65339.8,4.27463,0.99998
sims[798],1.00313,0.005037,1.32858,0.0,1.0,4.0,69571.3,4.55146,0.999943
sims[799],0.560267,0.00376066,0.972788,0.0,0.0,2.0,66912.5,4.37752,0.999952
sims[800],0.993883,0.00499312,1.33443,0.0,1.0,4.0,71424.7,4.67272,1.00006
sims[801],1.79262,0.00680992,1.81119,0.0,1.0,5.0,70736.3,4.62768,0.999969
sims[802],0.0267167,0.000852084,0.208415,0.0,0.0,0.0,59826.7,3.91395,0.999969
sims[803],0.364867,0.00304686,0.776691,0.0,0.0,2.0,64982.0,4.25122,1.00002
sims[804],1.4433,0.00632038,1.64844,0.0,1.0,5.0,68023.8,4.45022,0.999953
sims[805],0.919983,0.00485003,1.2569,0.0,1.0,3.0,67160.7,4.39376,0.999988
sims[806],1.22403,0.00548403,1.47648,0.0,1.0,4.0,72485.7,4.74213,0.999988
sims[807],1.7837,0.00685941,1.82514,0.0,1.0,5.0,70797.6,4.63169,0.999929
sims[808],1.43945,0.00631528,1.63956,0.0,1.0,5.0,67401.3,4.4095,1.00001
sims[809],0.9968,0.00506517,1.33935,0.0,1.0,4.0,69919.5,4.57424,0.999972
sims[810],0.781517,0.00442753,1.14595,0.0,0.0,3.0,66989.9,4.38258,0.999965
sims[811],2.1474,0.00740027,1.9908,0.0,2.0,6.0,72370.0,4.73456,1.00001
sims[812],0.649567,0.00412691,1.08332,0.0,0.0,3.0,68906.9,4.508,0.999932
sims[813],0.0283,0.000884013,0.214709,0.0,0.0,0.0,58990.5,3.85925,0.999923
sims[814],1.44565,0.00623886,1.65267,0.0,1.0,5.0,70171.8,4.59075,0.999978
sims[815],4.43483,0.0114535,2.92493,1.0,4.0,10.0,65216.3,4.26655,0.999933
sims[816],0.777183,0.00456508,1.14027,0.0,0.0,3.0,62390.9,4.08171,0.999946
sims[817],0.356783,0.00301333,0.766811,0.0,0.0,2.0,64756.5,4.23647,1.0001
sims[818],2.15423,0.00757443,1.99475,0.0,2.0,6.0,69355.2,4.53733,0.999961
sims[819],1.44533,0.00624984,1.64414,0.0,1.0,5.0,69205.1,4.52751,0.999954
sims[820],0.641667,0.00412949,1.07452,0.0,0.0,3.0,67706.9,4.42949,1.00001
sims[821],1.00382,0.00500327,1.33884,0.0,1.0,4.0,71606.3,4.6846,0.999997
sims[822],1.00145,0.00499446,1.33086,0.0,1.0,4.0,71004.5,4.64522,1.00004
sims[823],2.64648,0.00847405,2.23807,0.0,2.0,7.0,69753.4,4.56338,1.00004
sims[824],2.3103,0.00799542,2.08701,0.0,2.0,6.0,68134.6,4.45747,1.00003
sims[825],0.854733,0.00469999,1.20671,0.0,0.0,3.0,65919.6,4.31256,1.00003
sims[826],1.79155,0.0067967,1.82965,0.0,1.0,5.0,72467.0,4.7409,0.999952
sims[827],2.32205,0.00819721,2.1044,0.0,2.0,6.0,65906.1,4.31168,1.00001
sims[828],0.0268,0.000829465,0.204896,0.0,0.0,0.0,61019.9,3.99202,1.00005
sims[829],2.63837,0.00835292,2.21522,0.0,2.0,7.0,70332.7,4.60127,0.999968
sims[830],2.85883,0.00885464,2.32963,0.0,2.0,7.0,69219.9,4.52848,1.00002
sims[831],3.21458,0.00970405,2.49676,0.0,3.0,8.0,66198.4,4.3308,1.0
sims[832],0.9989,0.00504255,1.34026,0.0,1.0,4.0,70644.3,4.62166,1.00001
sims[833],0.0270167,0.000873518,0.214913,0.0,0.0,0.0,60531.4,3.96006,1.00012
sims[834],2.15337,0.00740927,1.99587,0.0,2.0,6.0,72562.4,4.74714,0.999981
sims[835],1.00295,0.00511024,1.34265,0.0,1.0,4.0,69030.8,4.5161,0.999942
sims[836],1.44198,0.00625106,1.63768,0.0,1.0,5.0,68636.3,4.49029,1.00009
sims[837],2.62865,0.00840694,2.23567,0.0,2.0,7.0,70719.8,4.6266,0.99995
sims[838],0.0254833,0.000797791,0.196387,0.0,0.0,0.0,60596.5,3.96432,1.00007
sims[839],0.556283,0.0037169,0.956999,0.0,0.0,2.0,66292.2,4.33694,1.00008
sims[840],0.921317,0.00487635,1.25437,0.0,1.0,3.0,66170.4,4.32897,0.999975
sims[841],0.782317,0.00444612,1.15315,0.0,0.0,3.0,67267.9,4.40077,0.999964
sims[842],2.13725,0.00730054,1.98306,0.0,2.0,6.0,73784.2,4.82708,0.999998
sims[843],3.19877,0.00959248,2.45916,0.0,3.0,8.0,65722.1,4.29964,0.999975
sims[844],0.0274,0.000838775,0.205548,0.0,0.0,0.0,60053.1,3.92877,0.99998
sims[845],2.3056,0.00803414,2.09133,0.0,2.0,6.0,67759.2,4.43291,0.999967
sims[846],1.68833,0.00649922,1.73911,0.0,1.0,5.0,71603.4,4.6844,1.00004
sims[847],0.78205,0.00444011,1.145,0.0,0.0,3.0,66500.8,4.35059,0.999995
sims[848],0.6474,0.00415777,1.07824,0.0,0.0,3.0,67252.1,4.39974,1.0001
sims[849],0.0261833,0.000822233,0.203466,0.0,0.0,0.0,61234.3,4.00604,0.999992
sims[850],1.35725,0.0057841,1.55434,0.0,1.0,4.0,72213.6,4.72433,0.999955
sims[851],1.00105,0.00510562,1.34497,0.0,1.0,4.0,69395.1,4.53993,1.00002
sims[852],1.77908,0.00674543,1.80456,0.0,1.0,5.0,71568.6,4.68213,0.999992
sims[853],1.21235,0.00546252,1.47491,0.0,1.0,4.0,72903.0,4.76943,0.999932
sims[854],0.682467,0.0041898,1.07604,0.0,0.0,3.0,65958.1,4.31508,0.999964
sims[855],1.77625,0.00682451,1.81843,0.0,1.0,5.0,70998.4,4.64483,0.999937
sims[856],1.36645,0.00594752,1.56606,0.0,1.0,4.0,69333.6,4.53591,0.99995
sims[857],0.02795,0.000867782,0.210799,0.0,0.0,0.0,59008.7,3.86044,0.999979
sims[858],0.688067,0.00423109,1.07385,0.0,0.0,3.0,64414.1,4.21407,0.999953
sims[859],1.21843,0.00552199,1.4811,0.0,1.0,4.0,71941.3,4.70651,0.999943
sims[860],1.00563,0.0051202,1.35101,0.0,1.0,4.0,69621.5,4.55475,0.999962
sims[861],2.32188,0.00803336,2.08455,0.0,2.0,6.0,67333.3,4.40505,0.999974
sims[862],2.313,0.00791605,2.09519,0.0,2.0,6.0,70053.2,4.58299,1.00005
sims[863],1.44852,0.0062025,1.63729,0.0,1.0,5.0,69681.8,4.55869,0.999998
sims[864],2.00165,0.0072299,1.90943,0.0,2.0,6.0,69749.5,4.56312,1.00001
sims[865],1.4465,0.00623266,1.64994,0.0,1.0,5.0,70079.6,4.58472,1.0
sims[866],0.647417,0.00416225,1.07862,0.0,0.0,3.0,67155.3,4.39341,0.999951
sims[867],3.51387,0.00978025,2.59504,0.0,3.0,8.0,70402.7,4.60586,0.99995
sims[868],1.21998,0.00562079,1.47904,0.0,1.0,4.0,69241.3,4.52987,0.999944
sims[869],0.0247667,0.00079216,0.192753,0.0,0.0,0.0,59207.7,3.87346,0.999991
sims[870],0.6463,0.00417637,1.08704,0.0,0.0,3.0,67747.2,4.43213,0.999997
sims[871],1.44808,0.00630839,1.6494,0.0,1.0,5.0,68361.9,4.47234,1.00004
sims[872],0.02685,0.000877641,0.21283,0.0,0.0,0.0,58807.3,3.84726,1.00001
sims[873],0.643817,0.00412981,1.07342,0.0,0.0,3.0,67558.7,4.41979,0.999958
sims[874],0.63885,0.00411125,1.07112,0.0,0.0,3.0,67878.5,4.44072,0.999975
sims[875],0.0272667,0.000828044,0.203692,0.0,0.0,0.0,60512.2,3.9588,0.999991
sims[876],0.6469,0.00414949,1.07594,0.0,0.0,3.0,67233.1,4.39849,1.00001
sims[877],0.559633,0.00379335,0.967605,0.0,0.0,2.0,65065.6,4.25669,0.99998
sims[878],2.62923,0.00855175,2.22876,0.0,2.0,7.0,67923.1,4.44363,0.999957
sims[879],0.35825,0.00305507,0.773596,0.0,0.0,2.0,64118.9,4.19476,0.999985
sims[880],13.7441,0.0209579,5.22357,6.0,13.0,23.0,62121.2,4.06407,0.999929
sims[881],1.77247,0.00684901,1.80533,0.0,1.0,5.0,69479.6,4.54546,1.00004
sims[882],0.643817,0.0041023,1.06769,0.0,0.0,3.0,67738.8,4.43158,0.99995
sims[883],0.0259333,0.00081757,0.200985,0.0,0.0,0.0,60433.2,3.95363,0.999991
sims[884],3.21977,0.00979084,2.49398,0.0,3.0,8.0,64885.3,4.2449,1.00005
sims[885],1.37313,0.00581138,1.57904,0.0,1.0,4.0,73829.5,4.83004,0.999983
sims[886],1.4419,0.00633888,1.64869,0.0,1.0,5.0,67647.4,4.4256,0.999985
sims[887],0.0277667,0.000854107,0.209117,0.0,0.0,0.0,59944.9,3.92169,0.999933
sims[888],2.31275,0.00791817,2.08812,0.0,2.0,6.0,69544.3,4.5497,0.999982
sims[889],1.45278,0.00614654,1.6421,0.0,1.0,5.0,71373.3,4.66935,0.99998
sims[890],1.77875,0.00671167,1.8086,0.0,1.0,5.0,72614.3,4.75054,0.999955
sims[891],0.99385,0.00499348,1.33417,0.0,1.0,4.0,71386.5,4.67022,0.999987
sims[892],1.99508,0.00722924,1.92344,0.0,2.0,6.0,70789.9,4.63119,1.0
sims[893],1.45255,0.0063016,1.6525,0.0,1.0,5.0,68767.3,4.49887,1.00002
sims[894],0.0269833,0.000839305,0.205644,0.0,0.0,0.0,60033.0,3.92745,0.99994
sims[895],1.44725,0.00626727,1.64956,0.0,1.0,5.0,69275.9,4.53214,1.00007
sims[896],1.00502,0.00507349,1.34772,0.0,1.0,4.0,70564.7,4.61645,0.999957
sims[897],0.35255,0.00296181,0.755845,0.0,0.0,2.0,65125.6,4.26062,0.999947
sims[898],4.14785,0.0110713,2.8304,0.0,4.0,9.0,65357.8,4.27581,1.00012
sims[899],6.02278,0.0135652,3.43487,1.0,6.0,12.0,64116.7,4.19461,1.00002
sims[900],1.78435,0.00682852,1.81205,0.0,1.0,5.0,70418.7,4.6069,0.999963
sims[901],5.0681,0.0124899,3.13895,1.0,5.0,11.0,63161.4,4.13212,0.999993
sims[902],2.85265,0.00874634,2.328,0.0,2.0,7.0,70845.4,4.63482,0.999946
sims[903],0.02645,0.000845017,0.203268,0.0,0.0,0.0,57863.7,3.78553,0.999975
sims[904],2.00428,0.00706182,1.91396,0.0,2.0,6.0,73456.5,4.80564,1.00007
sims[905],1.77425,0.00674482,1.81184,0.0,1.0,5.0,72160.7,4.72087,0.999985
sims[906],1.21135,0.00551007,1.4754,0.0,1.0,4.0,71698.2,4.69061,0.99997
sims[907],0.0264833,0.000862978,0.206598,0.0,0.0,0.0,57312.9,3.7495,0.999936
sims[908],2.31607,0.00810956,2.09675,0.0,2.0,6.0,66849.8,4.37342,1.00004
sims[909],0.358217,0.00304091,0.764138,0.0,0.0,2.0,63144.7,4.13103,1.00001
sims[910],1.00493,0.005035,1.33998,0.0,1.0,4.0,70826.6,4.63359,1.00004
sims[911],2.31223,0.00816229,2.09609,0.0,2.0,6.0,65946.9,4.31435,0.999984
sims[912],1.44813,0.00640694,1.65608,0.0,1.0,5.0,66812.8,4.371,0.999995
sims[913],2.62595,0.00839912,2.21946,0.0,2.0,7.0,69827.4,4.56822,1.0
sims[914],0.65065,0.00423291,1.08756,0.0,0.0,3.0,66013.2,4.31869,0.999977
sims[915],1.21143,0.00548223,1.46572,0.0,1.0,4.0,71480.3,4.67635,0.999931
sims[916],1.79287,0.00688677,1.83241,0.0,1.0,5.0,70796.8,4.63164,0.999956
sims[917],0.359133,0.00307325,0.77593,0.0,0.0,2.0,63745.3,4.17032,0.999977
sims[918],7.93008,0.0157845,3.94675,2.0,7.0,15.0,62520.1,4.09016,1.00008
sims[919],1.77917,0.00678215,1.81353,0.0,1.0,5.0,71501.4,4.67773,1.00008
sims[920],0.0267667,0.000831531,0.202939,0.0,0.0,0.0,59562.6,3.89668,0.999989
sims[921],2.15225,0.00733796,1.99871,0.0,2.0,6.0,74190.5,4.85366,1.00003
sims[922],0.650833,0.00407264,1.07767,0.0,0.0,3.0,70019.2,4.58077,0.999969
sims[923],1.00795,0.00528979,1.34897,0.0,1.0,4.0,65032.0,4.25449,0.999952
sims[924],3.53082,0.0102048,2.60828,0.0,3.0,8.0,65327.9,4.27386,0.999932
sims[925],3.90497,0.0106395,2.72372,0.0,3.0,9.0,65535.7,4.28745,1.0001
sims[926],0.556417,0.00372837,0.957566,0.0,0.0,2.0,65962.7,4.31539,0.999995
sims[927],0.648333,0.00428131,1.09019,0.0,0.0,3.0,64841.2,4.24201,0.999984
sims[928],1.78512,0.00681178,1.81315,0.0,1.0,5.0,70851.4,4.63521,0.999974
sims[929],0.0270833,0.000856804,0.207165,0.0,0.0,0.0,58461.3,3.82463,0.999965
sims[930],2.63215,0.00862182,2.22942,0.0,2.0,7.0,66863.1,4.37429,1.00008
sims[931],0.0265833,0.000843398,0.206585,0.0,0.0,0.0,59997.4,3.92512,1.0001
sims[932],0.0265167,0.000839461,0.207559,0.0,0.0,0.0,61134.2,3.9995,0.999952
sims[933],1.77692,0.00676329,1.80571,0.0,1.0,5.0,71282.4,4.66341,0.99997
sims[934],3.52642,0.0100046,2.57435,0.0,3.0,8.0,66211.3,4.33164,0.999967
sims[935],5.07778,0.0124393,3.1233,1.0,5.0,11.0,63042.5,4.12434,0.999987
sims[936],0.6505,0.00420147,1.08278,0.0,0.0,3.0,66416.4,4.34506,0.999963
sims[937],3.21823,0.00968391,2.48323,0.0,3.0,8.0,65755.3,4.30181,1.00001
sims[938],6.01193,0.0135694,3.43685,1.0,6.0,12.0,64150.5,4.19683,1.0
sims[939],0.56275,0.00384405,0.966477,0.0,0.0,2.0,63212.8,4.13548,0.999968
sims[940],2.30337,0.008101,2.08849,0.0,2.0,6.0,66464.5,4.34821,0.999972
sims[941],0.360067,0.0029828,0.768871,0.0,0.0,2.0,66444.5,4.3469,0.999969
sims[942],0.688033,0.00412881,1.06782,0.0,0.0,3.0,66887.1,4.37586,0.999938
sims[943],0.362183,0.00307655,0.775919,0.0,0.0,2.0,63607.0,4.16127,1.00002
sims[944],3.51387,0.0099414,2.57431,0.0,3.0,8.0,67054.5,4.38681,1.0
sims[945],0.688717,0.00415824,1.06858,0.0,0.0,3.0,66038.6,4.32035,0.999975
sims[946],0.5635,0.00375486,0.964667,0.0,0.0,2.0,66003.8,4.31807,0.99997
sims[947],3.74022,0.010187,2.67781,0.0,3.0,9.0,69099.1,4.52057,0.999962
sims[948],0.641283,0.00414243,1.0713,0.0,0.0,3.0,66883.0,4.37559,0.999979
sims[949],3.21288,0.00953622,2.48075,0.0,3.0,8.0,67672.5,4.42724,0.999977
sims[950],0.6513,0.00408662,1.07565,0.0,0.0,3.0,69281.1,4.53248,0.999992
sims[951],1.21253,0.00546753,1.46328,0.0,1.0,4.0,71626.7,4.68593,0.999946
sims[952],0.65175,0.00418727,1.0892,0.0,0.0,3.0,67663.5,4.42665,0.999988
sims[953],0.638783,0.00410674,1.0652,0.0,0.0,3.0,67277.6,4.40141,1.00006
sims[954],0.0259167,0.000851096,0.206185,0.0,0.0,0.0,58689.2,3.83954,1.00002
sims[955],3.21743,0.00959523,2.4852,0.0,3.0,8.0,67083.1,4.38868,0.999997
sims[956],2.6492,0.00844239,2.22503,0.0,2.0,7.0,69460.9,4.54424,0.999967
sims[957],0.556883,0.00372927,0.960857,0.0,0.0,2.0,66385.2,4.34302,0.999985
sims[958],0.64475,0.00413498,1.07306,0.0,0.0,3.0,67345.0,4.40581,0.999975
sims[959],1.7849,0.00688478,1.81169,0.0,1.0,5.0,69244.8,4.5301,0.999964
sims[960],1.21377,0.00547368,1.45724,0.0,1.0,4.0,70876.5,4.63685,0.999961
sims[961],1.21232,0.00546305,1.46586,0.0,1.0,4.0,71996.8,4.71014,0.999938
sims[962],1.36538,0.00585126,1.56484,0.0,1.0,4.0,71522.1,4.67909,0.999989
sims[963],1.47417,0.00603769,1.62103,0.0,1.0,5.0,72084.4,4.71587,0.99995
sims[964],0.64445,0.00408363,1.07152,0.0,0.0,3.0,68850.7,4.50432,1.00006
sims[965],0.64355,0.00415154,1.07465,0.0,0.0,3.0,67006.7,4.38368,0.999966
sims[966],0.639833,0.00416461,1.07268,0.0,0.0,3.0,66341.9,4.34019,1.00003
sims[967],4.14802,0.0111447,2.86551,0.0,4.0,10.0,66110.0,4.32502,0.99998
sims[968],0.555033,0.00373308,0.959437,0.0,0.0,2.0,66054.0,4.32136,0.999993
